rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1737263.1578947369,1.99219287361534e-34,[1 1 29 45.56122362683175]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1737263.1578947369,96.80743598522675,[26 7 33 562.781445353136]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1737263.1578947369,2.506760152622046e-65,[20 1 2 56.77576109755397]
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,1895105.2631578948,313.51654634379616,[4 26 6 1120.4277682037243]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1895105.2631578948,5.156778224333523e-38,[1 1 29 49.944833577573895]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1895105.2631578948,80.64332812361565,[26 7 33 615.993288676648]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1895105.2631578948,1.3413536841982752e-71,[20 1 2 62.0750263675193]
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,2052947.3684210526,260.2661992375156,[5 28 6 1155.4362945487503]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,2052947.3684210526,1.3448925664681534e-41,[1 1 29 54.33031570424251]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2052947.3684210526,66.1290049907422,[26 7 33 667.596644645542]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2052947.3684210526,9.422949584557946e+47,[4 1 1 2.0596251101998932]
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,2210789.4736842103,220.50954116831716,[5 28 6 1256.3449367321243]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,2210789.4736842103,3.529886450897675e-45,[1 1 29 58.717314855211974]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2210789.4736842103,53.10149824778803,[26 7 33 717.0508581783297]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2210789.4736842103,3.844420018619175e-84,[20 1 2 72.67320019962132]
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,2368631.5789473685,187.27488729343432,[5 28 6 1357.4343120692192]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,2368631.5789473685,9.315492918579696e-49,[1 1 29 63.105570335118635]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2368631.5789473685,41.43713179772643,[26 7 33 763.7175770525657]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2368631.5789473685,2.058872737611236e-90,[20 1 2 77.9721412222107]
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,2526473.6842105263,159.4294273796805,[5 29 6 1425.4473707637342]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,2526473.6842105263,2.4700673093705252e-52,[1 1 29 67.49486962660193]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2526473.6842105263,32.73976456036392,[29 8 35 894.29205941307]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2526473.6842105263,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,2684315.789473684,135.77110675549002,[5 29 6 1524.1026093993946]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,2684315.789473684,6.576790551370807e-56,[1 1 29 71.8850437382696]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2684315.789473684,21.904478900702745,[26 7 32 846.0010953255573]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2684315.789473684,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,2842157.8947368423,115.49748120511732,[5 29 6 1622.3694376889607]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,2842157.8947368423,1.7575625544676298e-59,[1 1 29 76.27596072387728]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2842157.8947368423,14.153659993510034,[26 7 32 878.264495527005]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2842157.8947368423,5328.031940754955,[4 1 1 3.0818418373353915]
<class 'key_rate_optimization.tgs_a_routine'>,1068141502.2205297,1.0,3000000.0,39.96879030017176,[5 20 5 1850.1326045076332]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,3000000.0,4.712195957599701e-63,[1 1 29 80.66752116863573]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,3000000.0,12.882382873859749,[29 8 35 1014.4535693793288]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,3000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1000.0,13232120519149.445,[1 1 6 5.6568155792491315e-06]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000.0,990531504634521.2,[1 1 4 4.991792523206109e-06]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000.0,1767344170.3818622,[1 1 1 5.6568155792491315e-06]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000.0,556605313193.722,[1 1 1 5.6568155792491315e-06]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,158842.1052631579,39648.20696839903,[3 10 4 67.78498683515996]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,158842.1052631579,3444172.69415096,[3 9 4 68.71065538662222]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,158842.1052631579,968.3806909948254,[12 5 22 41.78268775585633]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,158842.1052631579,140466.31762589366,[12 5 22 38.7445149705348]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,316684.2105263158,11955.996053995483,[3 10 4 173.3937625783121]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,316684.2105263158,1111154.3877679755,[4 11 4 144.14789318535938]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,316684.2105263158,628.6657978045491,[17 6 26 88.14386524144423]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,316684.2105263158,90534.32143118636,[16 6 26 83.5156494483557]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,474526.3157894737,6319.962905058604,[4 15 5 242.99405143386443]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,474526.3157894737,606921.048672552,[4 16 5 202.85610800534633]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,474526.3157894737,473.2481720967083,[18 6 28 138.78567553318953]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,474526.3157894737,70277.44497971058,[17 6 28 129.8894383309414]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,632368.4210526316,4076.5517705411708,[4 16 5 327.8745090784402]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,632368.4210526316,396492.9356683237,[4 16 5 287.660582608446]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,632368.4210526316,375.26235450018146,[24 7 30 181.746142608787]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,632368.4210526316,56819.15596750267,[17 6 29 183.88440602978392]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,790210.5263157894,2832.1385214771153,[4 16 5 431.1872184503769]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,790210.5263157894,278687.5477979311,[4 15 5 399.0662916477938]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,790210.5263157894,318.8016432624609,[24 7 31 235.6013240824982]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,790210.5263157894,48585.18757575748,[24 7 31 202.77220204623617]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,948052.6315789474,2066.1691846748126,[4 16 5 538.7323564667967]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,948052.6315789474,206492.33219688525,[4 15 5 497.4892792523758]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,948052.6315789474,273.7213474279231,[24 7 31 290.78006208114397]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,948052.6315789474,42610.668336417555,[25 7 31 242.0410054286605]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1105894.7368421052,1557.154596048495,[4 17 5 618.6108975065711]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1105894.7368421052,159524.97300162583,[4 16 5 565.5603035730006]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1105894.7368421052,236.92452319037523,[25 7 32 336.1267790694172]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1105894.7368421052,37652.34979143109,[24 7 32 297.9608625016971]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1263736.8421052631,1203.0611234218209,[4 17 5 726.6936837911148]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1263736.8421052631,120097.70301113119,[4 22 6 590.2862504727499]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1263736.8421052631,204.748725597256,[25 7 32 390.71919144995167]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1263736.8421052631,33401.690903629074,[25 7 32 335.54166964257246]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1421578.9473684211,940.8291985225328,[4 18 5 803.6484058468732]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1421578.9473684211,100219.2975783683,[4 16 5 763.7338835187129]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1421578.9473684211,176.68666069099763,[25 7 33 445.0932514453114]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1421578.9473684211,29653.212721840173,[25 7 33 383.1576023162196]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1579421.0526315789,762.8495683795298,[4 24 6 858.3952443012005]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1579421.0526315789,84186.88910617567,[5 26 6 653.812777141736]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1579421.0526315789,151.91865254125523,[26 7 33 486.8176326423584]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1579421.0526315789,26317.16117850701,[25 7 33 430.5211054046918]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1737263.1578947369,631.6456091139779,[4 23 6 988.661990139196]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1737263.1578947369,72238.76348659217,[5 26 6 727.9942485159747]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1737263.1578947369,129.8798916162135,[26 7 33 539.4600553516835]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1737263.1578947369,23295.742189333614,[26 7 33 464.9792013913302]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1895105.2631578948,485.4968511673622,[4 17 5 1172.0991801982846]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1895105.2631578948,62532.821767994516,[5 26 6 802.8540990969118]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1895105.2631578948,110.01414075116871,[26 7 33 591.2831963298917]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1895105.2631578948,20578.02601618227,[26 7 34 511.79067933305635]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,2052947.3684210526,454.96564245836606,[5 27 6 1050.3344590597833]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,2052947.3684210526,54520.45127097926,[5 26 6 878.2968346037875]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2052947.3684210526,92.06903784453685,[26 7 33 641.9502721702027]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2052947.3684210526,18112.679792605017,[26 7 34 557.6059438145523]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,2210789.4736842103,391.80915582793455,[5 27 6 1141.9094518064524]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,2210789.4736842103,47710.512964775415,[5 25 6 983.5608369917065]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2210789.4736842103,75.88532429525984,[26 7 34 690.8700138740824]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2210789.4736842103,15840.06947060939,[26 7 34 602.9506823412994]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,2368631.5789473685,338.6906301223271,[5 27 6 1233.848687509181]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,2368631.5789473685,42140.81611773367,[5 26 6 1030.6012475598252]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2368631.5789473685,63.1686160475328,[29 8 35 804.2839870705099]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2368631.5789473685,14073.734041163865,[29 8 35 679.5631750918686]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,2526473.6842105263,293.57257431222126,[5 27 6 1326.0231668977776]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,2526473.6842105263,37127.43725803932,[5 25 6 1141.2415049517829]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2526473.6842105263,52.18801886459342,[29 8 36 853.0268890377702]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2526473.6842105263,12433.994864206057,[29 8 35 725.3182722153011]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,2684315.789473684,254.92211806689207,[5 27 6 1418.309973993252]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,2684315.789473684,33104.78266202045,[5 26 6 1184.2953625719313]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2684315.789473684,42.16765854160881,[29 8 35 900.2252297647872]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2684315.789473684,10905.27608751145,[29 8 35 770.2125315608225]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,2842157.8947368423,221.5655364281318,[5 27 6 1510.5862455714314]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,2842157.8947368423,29491.623870525855,[5 27 6 1227.5597119300794]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2842157.8947368423,3.396738684045349e-110,[13 4 4 353.26290587692216]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2842157.8947368423,9480.5620485289,[29 8 35 814.0800615631484]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,3000000.0,192.59007569268462,[5 27 6 1602.7236103322223]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,3000000.0,26336.84438853144,[5 27 6 1302.9274876640807]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,3000000.0,16.653789487888343,[26 7 32 892.516271338525]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,3000000.0,8154.19388708581,[29 8 35 856.7206312298918]
