rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
<class 'key_rate_optimization.rgs_a_routine'>,62831853.071795866,100.0,1000000.0,2.7112809550280934,[17 6 27 532.6522671578443]
<class 'key_rate_optimization.rgs_f_routine'>,62831853.071795866,100.0,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1000.0,1000000.0,2.130676237115394e-18,[1 1 29 27.450607437655066]
<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1000.0,1000000.0,6.385282141927844e-20,[1 1 29 25.63927064387186]
<class 'key_rate_optimization.rgs_a_routine'>,62831853.071795866,1000.0,1000000.0,2.7113647357341897,[17 6 27 532.6544992694772]
<class 'key_rate_optimization.rgs_f_routine'>,62831853.071795866,1000.0,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1e-05,1000000.0,7.014121746217068e-18,[1 4 29 33.83084885307217]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.0001,1000000.0,2.0621705077433703e-17,[1 1 29 25.376815306322023]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.0001,1000000.0,1.4581620796383157e-32,[1 6 28 310.3340254932042]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,0.0001,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,0.0001,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.001,1000000.0,697.9394506889469,[4 27 6 561.0540708638824]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.001,1000000.0,6.829897939576597e-18,[1 1 29 25.132841193613473]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,0.001,1000000.0,148.40028548653737,[25 7 31 320.39057304212366]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,0.001,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.01,1000000.0,794.8974344745441,[4 26 6 572.1673405585168]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.01,1000000.0,7.030427266612503e-18,[1 1 29 25.136100073276573]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,0.01,1000000.0,172.37414826700066,[25 7 31 323.1086601279085]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,0.01,1000000.0,7.57306123797108e-44,[11 1 2 33.893124692957755]
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.1,1000000.0,780.3196486843017,[4 18 5 620.286993078721]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.1,1000000.0,7.052274721766368e-18,[1 1 29 25.136450939799314]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,0.1,1000000.0,174.87410840991515,[25 7 31 323.37430142816817]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,0.1,1000000.0,8.820482990627673e-44,[11 1 2 33.98362147186886]
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1.0,1000000.0,806.3282228415687,[4 26 6 571.7751069615061]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1.0,1000000.0,7.054486651599189e-18,[1 1 29 25.13648559706815]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,1.0,1000000.0,175.1252034111038,[25 7 31 323.4002790675177]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,1.0,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,10.0,1000000.0,806.4326467064459,[4 26 6 571.7717075634918]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,10.0,1000000.0,7.05470813367161e-18,[1 1 29 25.136489992270775]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,10.0,1000000.0,175.15032398185863,[25 7 31 323.40369642067515]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,10.0,1000000.0,8.9750634132987e-44,[11 1 2 33.993416911529316]
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,100.0,1000000.0,806.4430896028102,[4 26 6 571.771540031405]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,100.0,1000000.0,7.054730284788895e-18,[1 1 29 25.136489499984865]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,100.0,1000000.0,175.1528361433055,[25 7 31 323.4033857538845]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,100.0,1000000.0,0.0,[14 1 1 0.4170776312410042]
<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1000.0,1000000.0,806.4441338972088,[4 26 6 571.7708440398143]
<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1000.0,1000000.0,7.054732499929405e-18,[1 1 29 25.13648954698612]
<class 'key_rate_optimization.rgs_a_routine'>,628318530.7179586,1000.0,1000000.0,175.15308737265119,[25 7 31 323.403187405779]
<class 'key_rate_optimization.rgs_f_routine'>,628318530.7179586,1000.0,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1e-05,1000000.0,6.561945527608079e-17,[1 2 29 27.58963858121128]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-05,1000000.0,6.627820870433642e-17,[1 1 28 25.79668917049277]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.0001,1000000.0,630.6515218475715,[4 28 6 480.9138535408052]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.0001,1000000.0,8.533326255392737e-17,[1 1 29 25.12239319364078]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,0.0001,1000000.0,1.0590059653593087e-27,[28 1 2 27.886442130655244]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,0.0001,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.001,1000000.0,1462.7795274059563,[4 23 6 528.9073759661325]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.001,1000000.0,0.22086511896054078,[3 17 5 710.0684840831879]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,0.001,1000000.0,222.38129461098094,[25 7 31 300.41881532178576]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,0.001,1000000.0,0.0,[11 3 1 2.0079171335475663]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.01,1000000.0,1680.5627745490967,[4 17 5 556.606546897703]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.01,1000000.0,10.90814435420297,[3 11 4 871.5862989917096]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,0.01,1000000.0,247.6793414760868,[25 7 31 301.9537006583472]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,0.01,1000000.0,6.524478484425021e-33,[14 5 7 238.48077124264677]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.1,1000000.0,1699.7969350707185,[4 17 5 556.4118034202213]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.1,1000000.0,13.13565474606876,[3 10 4 923.1203030319656]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,0.1,1000000.0,250.29250360422492,[25 7 31 302.1047552656626]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,0.1,1000000.0,8.70155340008987e-33,[15 5 7 237.8377065182501]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1.0,1000000.0,1701.728029693407,[4 17 5 556.3920993550289]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1.0,1000000.0,13.393256608104908,[3 10 4 925.92638661316]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,1.0,1000000.0,250.55470243856522,[25 7 31 302.1202731480932]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,1.0,1000000.0,7.946288369747649e-33,[14 5 7 239.32613514798237]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,10.0,1000000.0,1701.921216589814,[4 17 5 556.3908381648802]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,10.0,1000000.0,13.419125322625257,[3 10 4 926.2056489424833]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,10.0,1000000.0,249.86719578714545,[24 7 31 311.3462075743861]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,10.0,1000000.0,1.4698899070504826e-31,[9 4 9 166.20480659672]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,100.0,1000000.0,1701.940536060196,[4 17 5 556.39045016755]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,100.0,1000000.0,13.4217132771491,[3 10 4 926.2334468415171]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,100.0,1000000.0,250.58355416155854,[25 7 31 302.12222426307693]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,100.0,1000000.0,8.946164504285462e-33,[15 5 7 237.9317018017879]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1000.0,1000000.0,1701.9424680136049,[4 17 5 556.3901341038986]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1000.0,1000000.0,7.766058621922439,[3 14 5 1059.0123319853706]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307.179586,1000.0,1000000.0,250.58381645726695,[25 7 31 302.12119771306925]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307.179586,1000.0,1000000.0,4.481021549373229e-29,[10 4 8 183.71948536984934]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-06,1000000.0,6.623990476075597e-16,[1 1 28 24.094694500735223]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1e-05,1000000.0,1.0161246067262464e-16,[1 1 29 25.15783875756154]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-05,1000000.0,3505.339303115735,[4 29 7 535.6232758292041]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,1e-05,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.0001,1000000.0,729.830327343298,[4 28 6 472.5806630798665]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.0001,1000000.0,14520.926443550974,[4 17 5 530.3189356079625]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,0.0001,1000000.0,64.60217536541855,[29 8 31 298.75163435471006]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,0.0001,1000000.0,398.2925760357148,[26 7 24 428.6088358790934]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.001,1000000.0,1650.2880113839892,[4 17 5 550.3577142674003]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.001,1000000.0,17244.30219388215,[4 16 5 553.2998913727374]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,0.001,1000000.0,231.87442777679536,[25 7 31 298.5241857173302]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,0.001,1000000.0,691.690873631311,[18 6 25 457.03581312472807]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.01,1000000.0,1837.0657721408436,[4 16 5 576.0104584133636]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.01,1000000.0,17460.441394697187,[4 17 5 527.0428658993313]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,0.01,1000000.0,257.2953292741387,[25 7 31 299.9696793643627]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,0.01,1000000.0,743.3254647231828,[18 6 25 460.6221742129365]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.1,1000000.0,1857.435737683846,[4 16 5 575.7853360603134]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.1,1000000.0,17571.80202249861,[4 16 5 552.9060664351758]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,0.1,1000000.0,259.91883152530164,[25 7 31 300.1126168894729]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,0.1,1000000.0,746.8986506529019,[19 6 25 445.66453974927674]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1.0,1000000.0,1859.4804995739967,[4 16 5 575.7632338521263]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1.0,1000000.0,17574.79804824548,[4 16 5 552.9024864150821]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,1.0,1000000.0,259.44099596404345,[24 7 31 309.31344258398065]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,1.0,1000000.0,747.432052704233,[19 6 25 445.6967427584279]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,10.0,1000000.0,1859.6850540330186,[4 16 5 575.760816589469]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,10.0,1000000.0,17575.097669620845,[4 16 5 552.9016198192743]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,10.0,1000000.0,260.2083724832637,[25 7 31 300.12787768831913]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,10.0,1000000.0,692.3619315794559,[26 7 25 471.5798795985341]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,100.0,1000000.0,1859.7055102676538,[4 16 5 575.7609484211137]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,100.0,1000000.0,17575.12763192047,[4 16 5 552.9015202808655]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,100.0,1000000.0,260.2110055436991,[25 7 31 300.1284668144593]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,100.0,1000000.0,692.3650167680335,[26 7 25 471.5800787300666]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1000.0,1000000.0,1858.0897983902667,[4 17 5 548.2593808191154]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1000.0,1000000.0,17575.130628170522,[4 16 5 552.9021399524315]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071.79586,1000.0,1000000.0,260.21126886281087,[25 7 31 300.1278341088199]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071.79586,1000.0,1000000.0,747.491268953074,[19 6 25 445.7005962836621]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-07,1000000.0,2.173717950095549e-20,[1 3 28 196.77929689721134]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1e-06,1000000.0,7.898314587332441e-19,[1 1 27 15.454017337439348]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-06,1000000.0,51219.85301587322,[4 29 7 451.1189748769822]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1e-06,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1e-05,1000000.0,1.0616604245430935e-16,[1 1 29 25.15669182959878]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-05,1000000.0,158068.8897064838,[4 17 5 481.1653093221284]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1e-05,1000000.0,5.718172915395161e-44,[29 1 2 5.267635708571639]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1e-05,1000000.0,32014.638285318542,[24 7 31 263.2763786320591]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.0001,1000000.0,740.3085467323226,[4 28 6 471.7637135323169]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.0001,1000000.0,186528.92051630598,[4 16 5 501.48481268196684]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,0.0001,1000000.0,65.3631745968031,[29 8 31 298.6421550978263]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,0.0001,1000000.0,39950.982892504886,[24 7 31 265.3388495013046]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.001,1000000.0,1666.845663887883,[4 17 5 549.5463600849108]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.001,1000000.0,189618.44522638957,[4 16 5 501.0630079382394]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,0.001,1000000.0,232.85040711480386,[25 7 31 298.33483105686685]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,0.001,1000000.0,40801.544709939146,[24 7 31 265.5398582702416]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.01,1000000.0,1853.2974110185996,[4 17 5 547.6647956034628]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.01,1000000.0,188517.3859449505,[4 15 5 530.5770806556056]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,0.01,1000000.0,258.2835033463599,[25 7 31 299.7720089547196]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,0.01,1000000.0,40887.250253566555,[24 7 31 265.5603837371938]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.1,1000000.0,1874.8703496233288,[4 16 5 574.911970991544]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.1,1000000.0,188832.72066141892,[4 17 5 477.24456014079715]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,0.1,1000000.0,260.9080303038566,[25 7 31 299.91391880083455]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,0.1,1000000.0,40895.82740010769,[24 7 31 265.562265171094]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1000000.0,1874.5462730289992,[4 17 5 547.459761335219]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,189963.68560152213,[4 16 5 501.0162901806359]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,261.1713417950927,[25 7 31 299.92810772273947]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000000.0,40896.68518105279,[24 7 31 265.56297405599895]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,10.0,1000000.0,1877.1204557526444,[4 16 5 574.8872220108562]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,10.0,1000000.0,189963.9968393704,[4 16 5 501.01616953092207]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,10.0,1000000.0,260.4541260522468,[24 7 31 309.1134000021684]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,10.0,1000000.0,40896.77095986587,[24 7 31 265.56271167577137]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,100.0,1000000.0,1877.1409191103332,[4 16 5 574.8872277602529]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,100.0,1000000.0,188554.05644327938,[4 15 5 530.5720501786561]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,100.0,1000000.0,261.2003156470855,[25 7 31 299.9292386094719]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,100.0,1000000.0,40896.7795383784,[24 7 31 265.56229539447924]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1000.0,1000000.0,1874.761496954842,[4 17 5 547.4576946404745]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1000.0,1000000.0,189964.03107573578,[4 16 5 501.0160209014139]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1000.0,1000000.0,261.1999789090392,[25 7 32 299.684421216086]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1000.0,1000000.0,40896.78039630292,[24 7 31 265.5628347408961]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-07,1000000.0,3.809386507687265e-14,[1 1 29 25.11710755218189]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1e-07,1000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-06,1000000.0,0.0,
