,rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
272,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-05,3000000.0,3.882916357459574e-62,[1 1 29 80.80879196405621]
316,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-05,3000000.0,3.883133454721441e-62,[1 1 29 80.80879281403021]
360,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1e-05,3000000.0,3.8831551654255822e-62,[1 1 29 80.80879289721652]
12,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.0001,3000000.0,7.197400333903611e-65,[1 3 29 113.88102254659219]
56,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.0001,3000000.0,8.212679209428177e-63,[1 1 29 81.55588049282173]
100,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.0001,3000000.0,3.774812269098918e-62,[1 1 29 81.00484401023998]
144,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.0001,3000000.0,5.309210478465157e-62,[1 1 29 80.9499402576299]
188,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.0001,3000000.0,5.528988463213956e-62,[1 1 29 80.94445486962363]
232,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.0001,3000000.0,5.5519193999804944e-62,[1 1 29 80.94390820961671]
276,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.0001,3000000.0,5.554222441482921e-62,[1 1 29 80.9438561156586]
320,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.0001,3000000.0,5.55445284554656e-62,[1 1 29 80.94384789114105]
364,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.0001,3000000.0,5.554475886952165e-62,[1 1 29 80.94384778710398]
16,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.001,3000000.0,5.915210712606386e-64,[1 1 29 88.12385541520172]
60,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.001,3000000.0,9.983161081020055e-63,[1 1 29 81.62797267703299]
104,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.001,3000000.0,119.40576652500002,[5 29 6 1555.7083185204194]
148,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.001,3000000.0,136.691214586114,[5 29 6 1530.0534679645882]
192,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.001,3000000.0,138.51888715775323,[5 29 6 1527.5213912159677]
236,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.001,3000000.0,138.70269527650044,[5 29 6 1527.2663390066712]
280,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.001,3000000.0,138.72108655064972,[5 29 6 1527.2404993456246]
324,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.001,3000000.0,138.72292578188453,[5 29 6 1527.2402337030483]
368,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.001,3000000.0,138.72310970571857,[5 29 6 1527.2367660030372]
20,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.01,3000000.0,7.061244414600641e-64,[1 1 29 88.21157700279088]
64,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.01,3000000.0,12.088156044287814,[4 21 5 1814.0499059290814]
108,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.01,3000000.0,166.80191385041462,[5 28 6 1595.0873940113706]
152,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.01,3000000.0,184.76474086448832,[5 27 6 1605.2046827441034]
196,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.01,3000000.0,187.1095354625888,[5 28 6 1564.816237083083]
240,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.01,3000000.0,187.304501140545,[5 28 6 1564.5434852777696]
284,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.01,3000000.0,187.3240084961638,[5 28 6 1564.5167684126495]
328,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.01,3000000.0,187.32595934026452,[5 28 6 1564.5152093182637]
372,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.01,3000000.0,187.3261544250424,[5 28 6 1564.5130465904867]
24,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.1,3000000.0,7.197917963522434e-64,[1 1 29 88.22067412799966]
68,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.1,3000000.0,1.0220042863332033e-62,[1 1 29 81.63622951598121]
112,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.1,3000000.0,171.870408902133,[5 28 6 1595.5372819393745]
156,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.1,3000000.0,190.2926686062028,[5 28 6 1567.894330618604]
200,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.1,3000000.0,192.23679686059023,[5 28 6 1565.1723455770943]
244,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.1,3000000.0,192.432281651014,[5 28 6 1564.9012469432596]
288,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.1,3000000.0,192.45184090580827,[5 28 6 1564.8743021911532]
332,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.1,3000000.0,113.48922094953872,[5 19 5 1767.5972289591055]
376,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.1,3000000.0,192.4539925415415,[5 28 6 1564.871606294111]
28,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1.0,3000000.0,7.21201143092674e-64,[1 1 29 88.22159457691068]
72,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1.0,3000000.0,16.60374387886569,[4 20 5 1901.750876995773]
116,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1.0,3000000.0,172.37963802542,[5 28 6 1595.5832582873466]
160,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1.0,3000000.0,190.80714000330988,[5 28 6 1567.9301438854945]
204,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,3000000.0,192.7517774750407,[5 28 6 1565.2089774597812]
248,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1.0,3000000.0,192.9473130377992,[5 28 6 1564.9356161328806]
292,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1.0,3000000.0,192.8102630286232,[5 27 6 1602.4122359897242]
336,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1.0,3000000.0,114.24611717877076,[5 19 5 1768.0072903967305]
380,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1.0,3000000.0,114.24628795957013,[5 19 5 1768.0071646611084]
32,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,10.0,3000000.0,7.213425599951935e-64,[1 1 29 88.22169190296243]
76,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,10.0,3000000.0,57.239323126456384,[5 29 6 1871.14128617148]
120,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,10.0,3000000.0,172.43058489694363,[5 28 6 1595.58696062305]
164,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,10.0,3000000.0,190.85860994751653,[5 28 6 1567.9360296322163]
208,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,10.0,3000000.0,192.80329822844405,[5 28 6 1565.2125329449045]
252,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,10.0,3000000.0,192.9988388560824,[5 28 6 1564.9397403534092]
296,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,10.0,3000000.0,193.0184036940106,[5 28 6 1564.912276073482]
340,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,10.0,3000000.0,193.02036028554167,[5 28 6 1564.9117675554535]
384,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,10.0,3000000.0,193.02055594642985,[5 28 6 1564.9110060229623]
36,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,100.0,3000000.0,7.213567065753968e-64,[1 1 29 88.2216969852798]
80,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,100.0,3000000.0,57.24356636146104,[5 29 6 1871.143987736895]
124,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,100.0,3000000.0,96.65266276126845,[5 19 5 1794.475054887005]
168,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,100.0,3000000.0,190.65827410501603,[5 27 6 1605.5535050028222]
212,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,100.0,3000000.0,192.80845053069223,[5 28 6 1565.2127522342462]
256,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,100.0,3000000.0,193.00399166675356,[5 28 6 1564.9398191894904]
300,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,100.0,3000000.0,193.02355655092484,[5 28 6 1564.9130853040276]
344,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,100.0,3000000.0,190.99925230382976,[5 26 6 1645.1347758387308]
388,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,100.0,3000000.0,193.02570881240985,[5 28 6 1564.909873034458]
40,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1000.0,3000000.0,7.213581212824636e-64,[1 1 29 88.22169937862486]
84,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1000.0,3000000.0,1.0222523901113966e-62,[1 1 29 81.63631463636943]
128,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1000.0,3000000.0,172.43618931891118,[5 28 6 1595.5876506334628]
172,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1000.0,3000000.0,190.864271895266,[5 28 6 1567.933507236312]
216,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1000.0,3000000.0,192.80896576434648,[5 28 6 1565.2122982381754]
260,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1000.0,3000000.0,193.00450694946548,[5 28 6 1564.939941833482]
304,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1000.0,3000000.0,193.02407184122336,[5 28 6 1564.9133609898217]
348,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1000.0,3000000.0,193.0260284351351,[5 28 6 1564.9075366249835]
392,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1000.0,3000000.0,193.0262241001949,[5 28 6 1564.909703217227]
1,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1e-07,3000000.0,0.0,
45,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-07,3000000.0,0.0,
89,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-07,3000000.0,0.0,
133,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-07,3000000.0,0.0,
177,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-07,3000000.0,2.349722996912653e-64,[1 4 29 215.7343198872477]
221,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-07,3000000.0,1.6107324370386817e-59,[1 1 29 80.73483109862288]
265,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-07,3000000.0,2.914532336493559e-59,[1 1 29 80.76078820934248]
309,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-07,3000000.0,3.151156852087939e-59,[1 1 29 80.76336267516005]
353,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1e-07,3000000.0,3.1767542838577975e-59,[1 1 29 80.76362262228955]
5,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1e-06,3000000.0,0.0,
49,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-06,3000000.0,0.0,
93,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-06,3000000.0,0.0,
137,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-06,3000000.0,2.2618976617738285e-63,[1 3 29 152.80584428787992]
181,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-06,3000000.0,3.4773783997958357e-60,[1 1 29 80.76615112590156]
225,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-06,3000000.0,56322.76105359582,[5 29 6 1219.5751001568817]
269,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-06,3000000.0,145946.2937525141,[5 29 6 1218.3021956352175]
313,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-06,3000000.0,162375.0697503178,[5 29 6 1218.1722253906773]
357,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1e-06,3000000.0,164153.64228944102,[5 29 6 1218.1585171022653]
9,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1e-05,3000000.0,0.0,
53,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-05,3000000.0,0.0,
97,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-05,3000000.0,1.1242213337005826e-66,[1 4 29 221.35061946735829]
141,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-05,3000000.0,3.862967522679827e-61,[1 1 29 80.76707099603895]
185,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-05,3000000.0,17605.30525946725,[5 29 6 1241.9940376068673]
229,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-05,3000000.0,128546.4047486322,[5 27 6 1280.4891128850206]
273,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-05,3000000.0,222486.9339939744,[5 26 6 1313.709885600018]
317,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-05,3000000.0,239513.55358138648,[5 26 6 1313.4702734319994]
361,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1e-05,3000000.0,242066.1519116569,[5 27 6 1277.9579299274512]
13,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.0001,3000000.0,0.0,
57,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.0001,3000000.0,7.081999594640113e-69,[1 3 26 198.1856918148625]
101,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.0001,3000000.0,3.655768829610994e-62,[1 1 29 80.74571080198734]
145,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.0001,3000000.0,1025.5478230242416,[5 29 6 1497.1069241297603]
189,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.0001,3000000.0,25380.93623845277,[5 27 6 1302.9687662586743]
233,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.0001,3000000.0,137147.35105171998,[5 27 6 1280.3466198340534]
277,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.0001,3000000.0,231452.28694675813,[5 26 6 1313.5288298011774]
321,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.0001,3000000.0,248891.17528561896,[5 27 6 1277.8991671446263]
365,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.0001,3000000.0,250734.6888466989,[5 27 6 1277.8769777474593]
17,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.001,3000000.0,7.491778774580376e-155,[1 2 29 14.356788444380335]
61,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.001,3000000.0,1.8675984203997344e-63,[1 1 29 80.57064048909426]
105,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.001,3000000.0,3.94818341766196e-62,[1 1 29 80.77137630275651]
149,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.001,3000000.0,1710.6921797765656,[5 28 6 1538.1866969088069]
193,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.001,3000000.0,26189.242886172506,[5 26 6 1338.8634181994103]
237,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.001,3000000.0,138019.6118690372,[5 27 6 1280.3322898381048]
281,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.001,3000000.0,232706.7920113906,[5 27 6 1278.1124297806405]
325,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.001,3000000.0,249764.79862531152,[5 27 6 1277.8903568129854]
369,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.001,3000000.0,251608.32456254604,[5 27 6 1277.8684558510056]
21,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.01,3000000.0,1.4118573337878303e-67,[1 1 29 81.09428647968595]
65,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.01,3000000.0,2.0181278389750164e-63,[1 1 29 80.59179922452896]
109,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.01,3000000.0,3.980616479867016e-62,[1 1 29 80.77406803990537]
153,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.01,3000000.0,1788.8180990946842,[5 27 6 1574.8461129157963]
197,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.01,3000000.0,26327.311385673933,[5 27 6 1302.928785361936]
241,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.01,3000000.0,138106.96253516365,[5 27 6 1280.330334915065]
285,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.01,3000000.0,232794.2162327204,[5 27 6 1278.1115338268298]
329,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.01,3000000.0,249852.23018543812,[5 27 6 1277.8894999761021]
373,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.01,3000000.0,251695.75685776543,[5 27 6 1277.8677756353723]
25,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.1,3000000.0,1.5375506249719574e-67,[1 1 29 81.10319408589494]
69,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.1,3000000.0,2.0348254006817508e-63,[1 1 29 80.5940202155423]
113,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.1,3000000.0,3.9839079035447925e-62,[1 1 29 80.77433960657791]
157,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.1,3000000.0,1796.6083927205832,[5 27 6 1574.9188257104713]
201,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.1,3000000.0,26335.97769467168,[5 27 6 1302.9272288282073]
245,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.1,3000000.0,137906.20086256717,[5 26 6 1315.7764277389342]
289,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.1,3000000.0,232456.0442311593,[5 26 6 1313.5082343836937]
333,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.1,3000000.0,249860.97403846696,[5 27 6 1277.8898777428496]
377,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.1,3000000.0,251330.06135134184,[5 26 6 1313.2605902265568]
29,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1.0,3000000.0,1.5515235024912815e-67,[1 1 29 81.1041198049591]
73,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1.0,3000000.0,2.0365199429515203e-63,[1 1 29 80.5942386239103]
117,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1.0,3000000.0,3.98423755731835e-62,[1 1 29 80.77436669696485]
161,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1.0,3000000.0,1797.3879944080104,[5 27 6 1574.9274406613265]
205,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,3000000.0,26288.761569613504,[5 26 6 1338.8504659153512]
249,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1.0,3000000.0,137907.10523459344,[5 26 6 1315.774973236172]
293,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1.0,3000000.0,232803.8337226131,[5 27 6 1278.111446999977]
337,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1.0,3000000.0,249490.12565640465,[5 26 6 1313.2823424437227]
381,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1.0,3000000.0,251705.37517404207,[5 27 6 1277.8671637456214]
33,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,10.0,3000000.0,1.5529419277646196e-67,[1 1 29 81.10421231193803]
77,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,10.0,3000000.0,2.0366896605948256e-63,[1 1 29 80.59425909281423]
121,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,10.0,3000000.0,3.984270527843171e-62,[1 1 29 80.77436856198852]
165,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,10.0,3000000.0,1797.465960293736,[5 27 6 1574.9277362689545]
209,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,10.0,3000000.0,26336.931058619943,[5 27 6 1302.9284571323815]
253,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,10.0,3000000.0,138116.6598602814,[5 27 6 1280.33099955718]
297,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,10.0,3000000.0,232803.92115033188,[5 27 6 1278.1109843554975]
341,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,10.0,3000000.0,249861.93587042496,[5 27 6 1277.8895251952226]
385,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,10.0,3000000.0,251705.46261446344,[5 27 6 1277.867401957605]
37,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,100.0,3000000.0,1.5530839949108174e-67,[1 1 29 81.10422326893553]
81,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,100.0,3000000.0,2.0367066350100524e-63,[1 1 29 80.59426688357452]
125,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,100.0,3000000.0,3.984273824946928e-62,[1 1 29 80.77436547382722]
169,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,100.0,3000000.0,1797.4737569271424,[5 27 6 1574.9269584431834]
213,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,100.0,3000000.0,26336.939725524604,[5 27 6 1302.9280999818332]
257,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,100.0,3000000.0,138116.6685968331,[5 27 6 1280.330929963329]
301,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,100.0,3000000.0,232803.9298979533,[5 27 6 1278.1119537735592]
345,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,100.0,3000000.0,249490.22522033885,[5 26 6 1313.2832003037392]
389,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,100.0,3000000.0,251705.4713582453,[5 27 6 1277.866006101286]
41,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1000.0,3000000.0,1.553098203886155e-67,[1 1 29 81.10421966813388]
85,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1000.0,3000000.0,2.036708332478271e-63,[1 1 29 80.59426345430057]
129,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1000.0,3000000.0,3.9842741546575485e-62,[1 1 29 80.77436977771518]
173,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1000.0,3000000.0,1797.4745366149584,[5 27 6 1574.9273210861527]
217,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1000.0,3000000.0,26336.940592354054,[5 27 6 1302.928232239812]
261,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1000.0,3000000.0,138116.66947064654,[5 27 6 1280.3310283937585]
305,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1000.0,3000000.0,232457.0497665038,[5 26 6 1313.509000182496]
349,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1000.0,3000000.0,249861.9454879726,[5 27 6 1277.889714872192]
393,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1000.0,3000000.0,251705.472233882,[5 27 6 1277.86719936412]
