rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,632368.4210526316,302.72647274573745,[17 6 28 212.09544846071597]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,790210.5263157894,253.66305198381613,[24 7 30 246.11936533651084]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,948052.6315789474,215.89801353837487,[25 7 32 294.57051823451684]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1105894.7368421052,185.23431790849423,[25 7 32 351.2558454168402]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1263736.8421052631,158.60695341337814,[25 7 32 408.20915438960253]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1421578.9473684211,135.22933861293984,[25 7 32 465.04781400766115]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1579421.0526315789,114.56429956326286,[26 7 32 508.53321187473045]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1737263.1578947369,96.35419939387803,[25 7 34 576.578970557965]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1895105.2631578948,80.33449486016157,[26 7 34 615.949463596316]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2052947.3684210526,65.90945041508542,[26 7 34 667.5072088773829]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2210789.4736842103,52.90560669101001,[26 7 34 716.8858415397151]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2368631.5789473685,41.21103758976006,[26 7 34 763.4130420860427]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2526473.6842105263,30.870720557244326,[26 7 32 807.4081280320061]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2684315.789473684,25.216396567619462,[29 8 36 938.795999170825]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,2842157.8947368423,18.602824453865715,[29 8 36 979.157451258208]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,3000000.0,12.858998273872643,[29 8 36 1013.6790799069109]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000.0,4424.613488944531,[2 1 4 1.000005656815579]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,158842.1052631579,968.3806909949669,[12 5 22 41.782688431259594]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,316684.2105263158,628.6657978069065,[17 6 26 88.14391716970532]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,474526.3157894737,473.2481720960367,[18 6 28 138.78583113971547]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,632368.4210526316,374.90705964821007,[25 7 30 176.3305102799826]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,790210.5263157894,318.87545161032614,[25 7 30 228.8005690356932]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,948052.6315789474,273.266807501061,[24 7 32 290.541677253782]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1105894.7368421052,236.9245232001078,[25 7 32 336.12725028822183]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1263736.8421052631,204.74872559994725,[25 7 32 390.7192342959699]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1421578.9473684211,176.38333762162708,[25 7 32 445.34611273002355]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1579421.0526315789,151.31795375840431,[25 7 34 499.2580494128012]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1737263.1578947369,129.52053458405007,[26 7 34 539.3428685026707]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1895105.2631578948,109.63128575728457,[25 7 34 605.7694708350199]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2052947.3684210526,92.06309671670869,[26 7 34 641.799870637784]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2210789.4736842103,75.88532429454625,[26 7 34 690.8700835435388]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2368631.5789473685,63.1112815039673,[29 8 36 803.7703497558148]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2526473.6842105263,52.188018871305374,[29 8 36 853.0303029867515]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2684315.789473684,35.95992530502517,[26 7 34 823.118888027454]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,2842157.8947368423,33.234886775158174,[29 8 36 943.0985068304394]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,3000000.0,25.163495560852574,[29 8 36 982.6405588939795]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000.0,27157.168782016844,[1 1 4 1.000005656815579]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,158842.1052631579,74.66716601777303,[9 4 14 58.79785676241357]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,316684.2105263158,0.4386661753509577,[13 5 14 141.70069127972397]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,474526.3157894737,0.0036962332875014343,[13 5 14 216.99042719392355]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,632368.4210526316,1.3991681707805191e-05,[14 5 12 234.83308382915305]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,790210.5263157894,6.91938293752929e-08,[14 5 12 290.62718070556843]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,948052.6315789474,1.8913906224758043e-12,[16 5 10 267.2372544492301]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1105894.7368421052,2.7318453514235903e-15,[15 5 10 314.4815681315392]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1263736.8421052631,5.598037716778689e-21,[19 6 10 418.05841903797426]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1421578.9473684211,1.1219603581531679e-29,[24 6 8 341.92573643579004]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1579421.0526315789,2.307407286283835e-31,[16 5 8 344.26126227733926]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1737263.1578947369,5.1046607092635005e-49,[29 1 2 37.85095639766175]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1895105.2631578948,2.2509533577632722e-51,[20 5 6 300.177332672065]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,2052947.3684210526,4.9213746935325224e-57,[18 5 6 340.9515235810341]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,2210789.4736842103,1.1016304533346546e-63,[29 1 2 48.512281634224486]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,2368631.5789473685,4.885087843137495e-88,[29 5 4 260.3528106907041]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,2526473.6842105263,1.8426543355148332e-73,[29 1 2 55.61959944704874]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,2684315.789473684,2.3838899881907833e-78,[29 1 2 59.1732143469864]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,2842157.8947368423,3.084616846904132e-83,[29 1 2 62.72680649787802]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,3000000.0,3.9918837994006384e-88,[29 1 2 66.28037986500735]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000.0,826455.9568789825,[2 4 6 1.0943802179803452]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,158842.1052631579,116001.60919091996,[16 6 22 35.39148291044321]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,316684.2105263158,68647.58290219157,[17 6 26 79.97116495586488]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,474526.3157894737,50715.0137327624,[23 7 28 115.69764394251104]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,632368.4210526316,38846.294752529895,[25 7 30 151.47679363961686]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,790210.5263157894,30071.78403705668,[25 7 30 194.67413985369177]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,948052.6315789474,23652.008849119993,[29 8 32 245.28472136805115]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1105894.7368421052,18894.46904276271,[29 8 32 289.00716559120235]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1263736.8421052631,11989.572298025822,[27 7 30 308.5648778908263]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1421578.9473684211,11170.80103399194,[29 8 32 373.43258949403173]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1579421.0526315789,8037.637008503652,[29 8 32 412.95727834318825]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1737263.1578947369,5324.220821011702,[29 8 32 449.53287270910926]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1895105.2631578948,4.4525579503941177e-63,[29 6 4 206.46073306483038]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,2052947.3684210526,1171.2818399919831,[29 8 30 505.7473531339966]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,2210789.4736842103,6.884038513430655e-62,[29 1 2 40.750324215142285]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,2368631.5789473685,1.8095167979745577e-77,[28 2 2 78.05512862455053]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,2526473.6842105263,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,2684315.789473684,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,2842157.8947368423,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,3000000.0,2.8578662965496745e-108,[21 1 2 140.57917528341954]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1000.0,1661.5690514118508,[1 1 4 1.000005656815579]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,158842.1052631579,0.018835075141630943,[16 1 2 3.729539304177878]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,316684.2105263158,8.12399351097502e-09,[18 1 2 9.090158872616732]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,474526.3157894737,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,632368.4210526316,2.1123253016814857e-21,[19 1 2 19.707081818806344]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,790210.5263157894,1.1100979590186342e-27,[19 1 2 25.019567868539536]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,948052.6315789474,5.86146653490359e-34,[19 1 2 30.330415177132096]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1105894.7368421052,3.1033243410543264e-40,[19 1 2 35.64036352336992]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1263736.8421052631,1.6458557962808187e-46,[19 1 2 40.94976002621183]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1421578.9473684211,8.768225963412528e-53,[20 1 2 46.17674652136917]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1579421.0526315789,4.686145176391188e-59,[19 1 2 51.5675749112497]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1737263.1578947369,2.5067601526220965e-65,[20 1 2 56.775762194356155]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,1895105.2631578948,1.3413536841982396e-71,[20 1 2 62.075024239128474]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2052947.3684210526,7.18004342893604e-78,[20 1 2 67.37416370281889]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2210789.4736842103,3.8444200186193105e-84,[20 1 2 72.67320005184357]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2368631.5789473685,2.058872737611074e-90,[20 1 2 77.97214147574083]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2526473.6842105263,1.1028175874150262e-96,[20 1 2 83.27100128859884]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2684315.789473684,2.009788653618999e-154,[15 16 2 1097.318702190614]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,2842157.8947368423,3.165338150205014e-109,[20 1 2 93.86849619636924]
<class 'key_rate_optimization.rgs_f_routine'>,1068141502.2205297,1.0,3000000.0,1.696054443176379e-115,[20 1 2 99.16713501424977]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1000.0,1207679.7905419217,[1 1 4 1.000005656815579]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,158842.1052631579,140466.31762580868,[12 5 22 38.74449457809944]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,316684.2105263158,90837.06579671704,[17 6 26 79.05599102453294]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,474526.3157894737,69911.6417209105,[18 6 28 123.85064310739408]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,632368.4210526316,56654.28570253026,[17 6 28 183.58027630446847]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,790210.5263157894,48581.81265105605,[24 7 30 202.65183454650932]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,948052.6315789474,42563.48415371714,[24 7 32 250.1039695350785]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1105894.7368421052,37652.349790696855,[24 7 32 297.96024551962284]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1263736.8421052631,33401.690904792806,[25 7 32 335.5416622661691]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1421578.9473684211,29520.07644051101,[26 7 32 372.1713196000578]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1579421.0526315789,26214.422104671667,[25 7 34 431.15510284412795]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1737263.1578947369,23259.26254929427,[26 7 34 465.6707664012411]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,1895105.2631578948,20578.026015655807,[26 7 34 511.79066604026684]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2052947.3684210526,18112.67979323649,[26 7 34 557.6066051644154]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2210789.4736842103,15840.069470232274,[26 7 34 602.9511696542467]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2368631.5789473685,14027.54820697012,[29 8 34 678.4884928544316]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2526473.6842105263,12382.323639488892,[29 8 36 726.6589680650505]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2684315.789473684,10871.610386085009,[29 8 36 771.6090580963826]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,2842157.8947368423,9459.659799470634,[29 8 36 815.5165914938747]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1.0,3000000.0,8141.391360253857,[29 8 36 858.1879797220317]
