rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1000.0,3000000.0,192.80896576434648,[5 28 6 1565.2122982381754]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1000.0,3000000.0,26336.940592354058,[5 27 6 1302.928232239812]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1000.0,3000000.0,16.681987967131786,[26 7 32 892.6098897741816]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,1000.0,3000000.0,6875.001346910614,[27 7 34 799.2605832433169]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-07,3000000.0,1.6107324370386817e-59,[1 1 29 80.73483109862288]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-06,3000000.0,1.0431497666338765e-106,[1 1 26 11.569516610724168]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-06,3000000.0,56322.76105359582,[5 29 6 1219.5751001568817]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1e-06,3000000.0,3.509169973890481e-85,[26 1 2 67.74117171580832]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-05,3000000.0,3.880746362489272e-62,[1 1 29 80.80878453594525]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-05,3000000.0,128546.4047486322,[5 27 6 1280.4891128850206]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1e-05,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1e-05,3000000.0,47812.724809924,[29 8 38 780.7060969175966]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.0001,3000000.0,5.551919399980494e-62,[1 1 29 80.94390820961671]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.0001,3000000.0,137147.35105171998,[5 27 6 1280.3466198340534]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.0001,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.0001,3000000.0,56811.6891866914,[29 8 38 788.9874785379288]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.001,3000000.0,138.70269527650044,[5 29 6 1527.2663390066712]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.001,3000000.0,138019.6118690372,[5 27 6 1280.3322898381048]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.001,3000000.0,7.610155650476612e-88,[29 1 2 64.92170383542175]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.001,3000000.0,57737.29523156607,[29 8 38 789.7774184526628]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.01,3000000.0,187.304501140545,[5 28 6 1564.5434852777696]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.01,3000000.0,138106.96253516365,[5 27 6 1280.330334915065]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.01,3000000.0,23.00715955310813,[29 8 36 975.9347265125117]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.01,3000000.0,57830.115796339705,[29 8 38 789.860004877152]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.1,3000000.0,192.432281651014,[5 28 6 1564.9012469432596]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.1,3000000.0,137906.20086256717,[5 26 6 1315.7764277389342]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,0.1,3000000.0,24.986456857841183,[29 8 36 981.9971944872509]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,0.1,3000000.0,57839.400463585516,[29 8 38 789.8663566271421]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1.0,3000000.0,192.94731303779918,[5 28 6 1564.9356161328806]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1.0,3000000.0,137907.10523459344,[5 26 6 1315.774973236172]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1.0,3000000.0,25.18709415301515,[29 8 36 982.5886881615525]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1.0,3000000.0,57840.328953729295,[29 8 38 789.8664511144907]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,10.0,3000000.0,192.99883885608236,[5 28 6 1564.9397403534092]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,10.0,3000000.0,138116.6598602814,[5 27 6 1280.33099955718]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,10.0,3000000.0,25.207184730119156,[29 8 36 982.6531090618697]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,10.0,3000000.0,57840.42180504573,[29 8 38 789.8679866993817]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,100.0,3000000.0,193.00399166675354,[5 28 6 1564.9398191894904]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,100.0,3000000.0,138116.6685968331,[5 27 6 1280.330929963329]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,100.0,3000000.0,16.69888234874361,[26 7 32 892.583779337414]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,100.0,3000000.0,57840.43109191581,[29 8 38 789.8676256937266]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1000.0,3000000.0,193.00450694946548,[5 28 6 1564.939941833482]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1000.0,3000000.0,138116.66947064654,[5 27 6 1280.3310283937585]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179.586,1000.0,3000000.0,25.209394980798816,[29 8 36 982.6566233241103]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179.586,1000.0,3000000.0,57840.432006785784,[29 8 38 789.867810502114]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-07,3000000.0,2.914532336493559e-59,[1 1 29 80.76078820934248]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-06,3000000.0,145946.2937525141,[5 29 6 1218.3021956352175]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1e-06,3000000.0,13635.362864043369,[29 8 36 709.0661783487694]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-05,3000000.0,3.882916357459574e-62,[1 1 29 80.80879196405621]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-05,3000000.0,222486.93399397438,[5 26 6 1313.709885600018]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1e-05,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1e-05,3000000.0,89617.07565148777,[29 8 38 777.9460184869135]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.0001,3000000.0,5.554222441482921e-62,[1 1 29 80.9438561156586]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.0001,3000000.0,231452.28694675813,[5 26 6 1313.5288298011774]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.0001,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.0001,3000000.0,98815.75467153091,[29 8 38 782.594962816463]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.001,3000000.0,138.72108655064972,[5 29 6 1527.2404993456246]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.001,3000000.0,232706.7920113906,[5 27 6 1278.1124297806405]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.001,3000000.0,6.426778697594893,[29 8 34 901.743004261605]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.001,3000000.0,99750.94048054874,[29 8 38 783.0475127689408]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.01,3000000.0,187.3240084961638,[5 28 6 1564.5167684126495]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.01,3000000.0,232794.21623272036,[5 27 6 1278.1115338268298]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.01,3000000.0,13.925511120892414,[26 7 32 883.269802019934]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.01,3000000.0,99844.61340139643,[29 8 38 783.091746167392]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.1,3000000.0,192.45184090580827,[5 28 6 1564.8743021911532]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.1,3000000.0,232456.0442311593,[5 26 6 1313.5082343836937]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,0.1,3000000.0,24.86148495333051,[28 8 36 999.1903617170062]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,0.1,3000000.0,99853.982230699,[29 8 38 783.0986746448409]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1.0,3000000.0,192.8102630286232,[5 27 6 1602.4122359897242]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1.0,3000000.0,232803.8337226131,[5 27 6 1278.111446999977]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1.0,3000000.0,25.189454930118334,[29 8 36 982.5841483337282]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1.0,3000000.0,99854.91912588217,[29 8 38 783.0969613326281]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,10.0,3000000.0,193.0184036940106,[5 28 6 1564.912276073482]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,10.0,3000000.0,232803.92115033188,[5 27 6 1278.1109843554975]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,10.0,3000000.0,16.698056499289912,[26 7 32 892.5755270291837]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,10.0,3000000.0,99855.01283195755,[29 8 38 783.0972038802115]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,100.0,3000000.0,193.02355655092484,[5 28 6 1564.9130853040276]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,100.0,3000000.0,232803.92989795332,[5 27 6 1278.1119537735592]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,100.0,3000000.0,16.7005978238358,[26 7 32 892.5805977513613]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,100.0,3000000.0,99855.02218743291,[29 8 38 783.09915243771]
<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1000.0,3000000.0,193.02407184122336,[5 28 6 1564.9133609898217]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1000.0,3000000.0,232457.0497665038,[5 26 6 1313.509000182496]
<class 'key_rate_optimization.rgs_a_routine'>,62831853071795.86,1000.0,3000000.0,16.70085196428804,[26 7 32 892.5828182413694]
<class 'key_rate_optimization.rgs_f_routine'>,62831853071795.86,1000.0,3000000.0,99855.02313035181,[29 8 38 783.0977691506142]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-07,3000000.0,3.1511568520879388e-59,[1 1 29 80.76336267516005]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-06,3000000.0,162375.0697503178,[5 29 6 1218.1722253906773]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1e-06,3000000.0,3.917721550397379e-67,[29 6 6 415.73164414765785]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-05,3000000.0,3.8831334547214412e-62,[1 1 29 80.80879281403021]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-05,3000000.0,239513.55358138646,[5 26 6 1313.4702734319994]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1e-05,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1e-05,3000000.0,97128.01666390162,[29 8 38 777.6481293100261]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.0001,3000000.0,5.55445284554656e-62,[1 1 29 80.94384789114105]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.0001,3000000.0,248891.17528561896,[5 27 6 1277.8991671446263]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.0001,3000000.0,1.4839205376774186e-93,[29 2 2 48.87513126307932]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.0001,3000000.0,106346.48400460875,[29 8 38 781.9586467089824]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.001,3000000.0,138.72292578188453,[5 29 6 1527.2402337030483]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.001,3000000.0,249764.79862531152,[5 27 6 1277.8903568129854]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.001,3000000.0,6.4269369149077376,[29 8 34 901.743167641156]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.001,3000000.0,107282.6152670374,[29 8 38 782.3768212850126]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.01,3000000.0,187.32595934026455,[5 28 6 1564.5152093182637]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.01,3000000.0,249852.23018543815,[5 27 6 1277.8894999761021]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.01,3000000.0,23.009696967018392,[29 8 36 975.9329537074526]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.01,3000000.0,107376.37226987083,[29 8 38 782.4203710951977]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.1,3000000.0,113.48922094953872,[5 19 5 1767.5972289591055]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.1,3000000.0,249860.97403846696,[5 27 6 1277.8898777428496]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,0.1,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,0.1,3000000.0,107385.74940101616,[29 8 38 782.4248972161495]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1.0,3000000.0,114.24611717877077,[5 19 5 1768.0072903967305]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1.0,3000000.0,249490.12565640465,[5 26 6 1313.2823424437227]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1.0,3000000.0,16.672818935144136,[26 7 32 892.4930865643918]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1.0,3000000.0,107386.68709624621,[29 8 38 782.4228138287187]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,10.0,3000000.0,193.02036028554167,[5 28 6 1564.9117675554535]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,10.0,3000000.0,249861.93587042496,[5 27 6 1277.8895251952226]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,10.0,3000000.0,25.209782122256325,[29 8 36 982.6434683025419]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,10.0,3000000.0,107386.78091248813,[29 8 38 782.4245317355092]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,100.0,3000000.0,190.99925230382976,[5 26 6 1645.1347758387308]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,100.0,3000000.0,249490.22522033885,[5 26 6 1313.2832003037392]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,100.0,3000000.0,25.211791467865527,[29 8 36 982.6427123523946]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,100.0,3000000.0,107386.79028856363,[29 8 38 782.424691525492]
<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1000.0,3000000.0,193.0260284351351,[5 28 6 1564.9075366249835]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1000.0,3000000.0,249861.9454879726,[5 27 6 1277.889714872192]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717958.6,1000.0,3000000.0,25.211992438689336,[29 8 36 982.6511039751744]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717958.6,1000.0,3000000.0,107386.7912167167,[29 8 38 782.4259432240359]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1e-07,3000000.0,3.1767542838577975e-59,[1 1 29 80.76362262228955]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,1e-07,3000000.0,0.0,
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1e-06,3000000.0,164153.64228944102,[5 29 6 1218.1585171022653]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,1e-06,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,1e-06,3000000.0,20381.705031037825,[29 8 36 717.4492275169972]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1e-05,3000000.0,3.883155165425582e-62,[1 1 29 80.80879289721652]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1e-05,3000000.0,242066.1519116569,[5 27 6 1277.9579299274512]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,1e-05,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,1e-05,3000000.0,97939.23804881983,[29 8 38 777.6184324867718]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.0001,3000000.0,5.554475886952165e-62,[1 1 29 80.94384778710398]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.0001,3000000.0,250734.6888466989,[5 27 6 1277.8769777474593]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,0.0001,3000000.0,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,0.0001,3000000.0,107159.6825610419,[29 8 38 781.8917631061346]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.001,3000000.0,138.72310970571857,[5 29 6 1527.2367660030372]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.001,3000000.0,251608.32456254604,[5 27 6 1277.8684558510056]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,0.001,3000000.0,0.15876833396914355,[29 7 24 716.6042908340537]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,0.001,3000000.0,108095.90823027647,[29 8 38 782.3112474944825]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.01,3000000.0,187.3261544250424,[5 28 6 1564.5130465904867]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.01,3000000.0,251695.75685776546,[5 27 6 1277.8677756353723]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,0.01,3000000.0,23.00972003931778,[29 8 36 975.9275631512381]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,0.01,3000000.0,108189.67362625131,[29 8 38 782.3541435800582]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,0.1,3000000.0,192.4539925415415,[5 28 6 1564.871606294111]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,0.1,3000000.0,251330.06135134186,[5 26 6 1313.2605902265568]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,0.1,3000000.0,24.989072017232658,[29 8 36 981.9911502201494]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,0.1,3000000.0,108199.05159731337,[29 8 38 782.3566593542326]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1.0,3000000.0,114.24628795957011,[5 19 5 1768.0071646611084]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1.0,3000000.0,251705.37517404207,[5 27 6 1277.8671637456214]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,1.0,3000000.0,25.18971461332053,[29 8 36 982.587341061782]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,1.0,3000000.0,108199.98939450971,[29 8 38 782.3541309702794]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,10.0,3000000.0,193.02055594642985,[5 28 6 1564.9110060229623]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,10.0,3000000.0,251705.46261446344,[5 27 6 1277.867401957605]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,10.0,3000000.0,25.20980573424386,[29 8 36 982.6428789590168]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,10.0,3000000.0,108200.08317893416,[29 8 38 782.3587872261785]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,100.0,3000000.0,193.02570881240985,[5 28 6 1564.909873034458]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,100.0,3000000.0,251705.4713582453,[5 27 6 1277.866006101286]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,100.0,3000000.0,25.21181511296558,[29 8 36 982.6469930196259]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,100.0,3000000.0,108200.09256677027,[29 8 38 782.3573184644468]
<class 'key_rate_optimization.tgs_a_routine'>,6283185307179586.0,1000.0,3000000.0,193.0262241001949,[5 28 6 1564.909703217227]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179586.0,1000.0,3000000.0,251705.47223388197,[5 27 6 1277.86719936412]
<class 'key_rate_optimization.rgs_a_routine'>,6283185307179586.0,1000.0,3000000.0,25.212016049452565,[29 8 36 982.6538529210326]
<class 'key_rate_optimization.rgs_f_routine'>,6283185307179586.0,1000.0,3000000.0,108200.09350229094,[29 8 38 782.3556836285184]
