rout,GAMMA,T_SPIN_COHERENCE,L,eta_d,p_dc,ep_depol,best_solutions_fitness,best_solution
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,3.162277660168379e-06,5e-05,5.7448677633775264e-18,[1 1 29 24.520119925476894]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,1e-05,5e-05,5.7309022072577506e-18,[1 1 29 24.515811203456604]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,3.1622776601683795e-05,5e-05,5.690814944739225e-18,[1 1 29 24.502058354658665]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.97,0.0001,5e-05,5.585724529394055e-18,[1 1 29 24.45805513047972]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,1e-06,5e-05,7.617195936611352e-18,[1 1 29 24.703914581426925]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,3.162277660168379e-06,5e-05,8.3537914363361e-12,[1 1 23 1.0169100207807147]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,1e-05,5e-05,7.592273316963232e-18,[1 1 29 24.698089221080295]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,3.1622776601683795e-05,5e-05,7.53832091382005e-18,[1 1 29 24.683949106238753]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.98,0.0001,5e-05,7.396317617788826e-18,[1 1 29 24.63874504693717]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,1e-06,5e-05,1.006866502185917e-17,[1 1 29 24.90535417282083]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,3.162277660168379e-06,5e-05,1.0060410540048468e-17,[1 1 29 24.903906961246943]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,1e-05,5e-05,1.003527044824862e-17,[1 1 29 24.899309634267357]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,3.1622776601683795e-05,5e-05,9.962824139668319e-18,[1 1 29 24.884646581918112]
<class 'key_rate_optimization.tgs_f_routine'>,1068141502.2205297,1.0,1000000.0,0.99,0.0001,5e-05,9.771408469188011e-18,[1 1 29 24.83782705991215]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,1e-06,5e-05,79611.81939244301,[5 29 6 547.9583607069025]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,3.162277660168379e-06,5e-05,77720.06683611627,[5 29 6 548.7924428413259]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,1e-05,5e-05,71930.10620553572,[5 29 6 551.4321781860466]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,3.1622776601683795e-05,5e-05,55210.30618177405,[5 29 6 559.9316434506668]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.95,0.0001,5e-05,1.9277390902134798e-15,[1 1 29 24.10020373244503]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,1e-06,5e-05,95548.14087081862,[5 29 6 497.0324897599809]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,3.162277660168379e-06,5e-05,93561.25536394777,[5 29 6 497.84070881486036]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,1e-05,5e-05,87473.54665744206,[5 29 6 500.3884910639658]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,3.1622776601683795e-05,5e-05,69837.99322379916,[5 29 6 508.4632034504796]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.96,0.0001,5e-05,2.5628655278193792e-15,[1 1 29 24.256704927902245]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,1e-06,5e-05,111777.50400341973,[5 28 6 468.0227838364835]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,3.162277660168379e-06,5e-05,109685.52951574409,[5 29 6 455.1227283095182]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,1e-05,5e-05,103173.08327101072,[5 28 6 471.3558194119056]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,3.1622776601683795e-05,5e-05,84955.58274049725,[5 29 6 464.9651715470666]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.97,0.0001,5e-05,3.398237460304223e-15,[1 1 29 24.427256693021807]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,1e-06,5e-05,127503.01788527693,[4 17 5 569.1849150100178]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,3.162277660168379e-06,5e-05,124290.9088039632,[4 17 5 569.6266693499517]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,1e-05,5e-05,119799.06710791602,[5 28 6 432.8983012728416]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,3.1622776601683795e-05,5e-05,100414.0289492132,[5 29 6 427.9672221950724]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.98,0.0001,5e-05,51195.85863269671,[5 29 6 449.26782059223706]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,1e-06,5e-05,156819.84160000435,[4 17 5 519.901400365719]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,3.162277660168379e-06,5e-05,153376.71325216544,[4 17 5 520.4482276813009]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,1e-05,5e-05,142813.31792707412,[4 17 5 522.1763746135119]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,3.1622776601683795e-05,5e-05,118384.54493543254,[4 24 6 462.19056934090764]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,0.99,0.0001,5e-05,66213.70287082133,[4 28 6 424.16154578364734]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.95,1e-06,5e-05,31.457348464399157,[29 7 32 469.63987403364035]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.95,3.162277660168379e-06,5e-05,28.5073478437284,[29 7 32 465.3727514656276]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.95,1e-05,5e-05,19.760842923828847,[29 7 32 450.03088720073697]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.95,3.1622776601683795e-05,5e-05,1.5270563737815173e-20,[29 6 8 176.62669006422493]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.95,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.96,1e-06,5e-05,60.881166738229034,[29 7 32 421.61675139558366]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.96,3.162277660168379e-06,5e-05,56.84478752080092,[29 7 32 419.6762741002654]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.96,1e-05,5e-05,44.67979997613131,[29 7 32 412.8988665938449]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.96,3.1622776601683795e-05,5e-05,1.4081678790341102e-27,[29 1 2 21.039794809835854]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.96,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.97,1e-06,5e-05,98.19051514756747,[28 7 32 386.17730654310014]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.97,3.162277660168379e-06,5e-05,93.26288147398972,[28 7 32 385.2192184139617]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.97,1e-05,5e-05,78.30257372369684,[28 7 32 381.93634065351137]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.97,3.1622776601683795e-05,5e-05,37.03756437767367,[28 7 30 367.2328107027373]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.97,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.98,1e-06,5e-05,142.84930921016525,[27 7 32 353.7545560265255]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.98,3.162277660168379e-06,5e-05,137.14248465668095,[27 7 32 353.29771102804966]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.98,1e-05,5e-05,119.7394416720552,[27 7 32 351.7460058489561]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.98,3.1622776601683795e-05,5e-05,70.26666670056825,[27 7 30 344.7754258104639]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.98,0.0001,5e-05,3.299412375862878e-27,[29 1 2 21.153637462099578]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.99,1e-06,5e-05,193.79621668934143,[26 7 32 325.2442775538851]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.99,3.162277660168379e-06,5e-05,187.40494815975742,[26 7 32 325.04717814770464]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.99,1e-05,5e-05,167.85518897234618,[26 7 32 324.3758989155457]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.99,3.1622776601683795e-05,5e-05,111.65899377706013,[26 7 32 321.6969410604501]
<class 'key_rate_optimization.rgs_a_routine'>,12566370614.359173,0.013,1000000.0,0.99,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.95,1e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.95,3.162277660168379e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.95,1e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.95,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.95,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.96,1e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.96,3.162277660168379e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.96,1e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.96,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.96,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.97,1e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.97,3.162277660168379e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.97,1e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.97,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.97,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.98,1e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.98,3.162277660168379e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.98,1e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.98,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.98,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.99,1e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.99,3.162277660168379e-06,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.99,1e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.99,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,4e-06,1000000.0,0.99,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.95,1e-06,5e-05,20.209043961662623,[29 7 32 491.39925939401184]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.95,3.162277660168379e-06,5e-05,18.001965542624305,[29 7 32 485.5898071199856]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.95,1e-05,5e-05,11.537801478798345,[29 7 32 464.41019735268713]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.95,3.1622776601683795e-05,5e-05,0.3641496352137769,[29 7 24 381.252779676644]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.95,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.96,1e-06,5e-05,43.000759107785385,[29 7 32 443.36073423565466]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.96,3.162277660168379e-06,5e-05,39.798668475774555,[29 7 32 440.6841107963218]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.96,1e-05,5e-05,30.195038755945195,[29 7 32 431.27463948903863]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.96,3.1622776601683795e-05,5e-05,1.2019295053120201e-27,[29 1 2 21.082933139718428]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.96,0.0001,5e-05,7.305379066945695e-28,[29 1 2 21.2821358156069]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.97,1e-06,5e-05,73.41720850054988,[28 7 32 405.9891321522479]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.97,3.162277660168379e-06,5e-05,69.38579418094008,[28 7 32 404.65608038750815]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.97,1e-05,5e-05,57.17769765355179,[28 7 32 400.0818414501539]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.97,3.1622776601683795e-05,5e-05,24.228416661474075,[28 7 30 379.7710736142831]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.97,0.0001,5e-05,1.4487892379443177e-27,[29 1 2 21.238907880910773]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.98,1e-06,5e-05,110.79861624775806,[27 7 32 370.99837754401733]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.98,3.162277660168379e-06,5e-05,106.04285208648753,[27 7 32 370.3448912416541]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.98,1e-05,5e-05,91.56278841324483,[27 7 32 368.12843162320905]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.98,3.1622776601683795e-05,5e-05,51.00987820024477,[27 7 30 358.40173992811145]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.98,0.0001,5e-05,2.8319532482085145e-27,[29 1 2 21.195727752024986]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.99,1e-06,5e-05,154.0998723260309,[26 7 32 339.9678673247058]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.99,3.162277660168379e-06,5e-05,148.71187521115255,[26 7 32 339.6638202981132]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.99,1e-05,5e-05,132.2484669738477,[26 7 32 338.63871685886454]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.99,3.1622776601683795e-05,5e-05,85.39994871719398,[26 7 30 334.14894313570545]
<class 'key_rate_optimization.rgs_a_routine'>,1068141502.2205297,1.0,1000000.0,0.99,0.0001,5e-05,5.458580887264948e-27,[29 1 2 21.152689577638448]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.95,1e-06,5e-05,33.67774410374249,[29 7 32 469.16585507298066]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.95,3.162277660168379e-06,5e-05,30.62033842041444,[29 7 32 465.090351303972]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.95,1e-05,5e-05,21.54390350284546,[29 7 32 450.47701885264104]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.95,3.1622776601683795e-05,5e-05,2.1073810825672665,[29 7 26 387.3622301515415]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.95,0.0001,5e-05,4.332579737161217e-28,[29 1 2 21.279292229002767]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.96,1e-06,5e-05,64.15148255036927,[29 7 32 420.4887614088959]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.96,3.162277660168379e-06,5e-05,59.99655051540989,[29 7 32 418.63149386693357]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.96,1e-05,5e-05,47.47121755945203,[29 7 32 412.1575451264623]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.96,3.1622776601683795e-05,5e-05,14.725234796375254,[29 7 30 382.1663406452156]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.96,0.0001,5e-05,4.073696003199393e-70,[11 2 2 1495.9236174445043]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.97,1e-06,5e-05,102.49377533858113,[28 7 32 384.91917745117735]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.97,3.162277660168379e-06,5e-05,97.43902578618723,[28 7 32 384.0010041277124]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.97,1e-05,5e-05,82.09326395248445,[28 7 32 380.8611181057518]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.97,3.1622776601683795e-05,5e-05,39.21787285443928,[27 7 30 375.3801615421566]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.97,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.98,1e-06,5e-05,148.2009191323055,[27 7 32 352.5439479532232]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.98,3.162277660168379e-06,5e-05,142.3593262271319,[27 7 32 352.10790522188927]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.98,1e-05,5e-05,124.54765949453775,[27 7 32 350.62735668976353]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.98,3.1622776601683795e-05,5e-05,73.85016496342598,[27 7 32 344.64819481173885]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.98,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.99,1e-06,5e-05,200.2135236574798,[26 7 32 324.1495566654001]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.99,3.162277660168379e-06,5e-05,193.68036432010817,[26 7 32 323.96414462186465]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.99,1e-05,5e-05,173.70010035648647,[26 7 32 323.3289999697734]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.99,3.1622776601683795e-05,5e-05,116.2841348824108,[26 7 32 320.79428224154066]
<class 'key_rate_optimization.rgs_a_routine'>,628318530717.9586,1.0,1000000.0,0.99,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.95,1e-06,5e-05,1.1761460019461555e-27,[29 1 2 21.454848355335002]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.95,3.162277660168379e-06,5e-05,1.1579387807042113e-27,[29 1 2 21.459451270430254]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.95,1e-05,5e-05,1.1045110740936544e-27,[29 1 2 21.473020130504054]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.95,3.1622776601683795e-05,5e-05,9.580468195102987e-28,[29 1 2 21.514870887102255]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.95,0.0001,5e-05,6.856251977354345e-147,[9 1 2 328.9873654245628]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.96,1e-06,5e-05,2.3885222747471237e-27,[29 1 2 21.41474730212281]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.96,3.162277660168379e-06,5e-05,2.3518888467352187e-27,[29 1 2 21.419365346473267]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.96,1e-05,5e-05,2.2443723146399644e-27,[29 1 2 21.43298029422185]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.96,3.1622776601683795e-05,5e-05,1.9495671883753116e-27,[29 1 2 21.474936311219793]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.96,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.97,1e-06,5e-05,4.7820746893154015e-25,[18 5 8 223.906045468165]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.97,3.162277660168379e-06,5e-05,2.7849168867843817e-25,[16 5 8 228.41228252913533]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.97,1e-05,5e-05,4.492230428278375e-27,[29 1 2 21.392578552203112]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.97,3.1622776601683795e-05,5e-05,3.9076762907654896e-27,[29 1 2 21.43465974390077]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.97,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.98,1e-06,5e-05,9.419060280824702e-27,[29 1 2 21.33355486910013]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.98,3.162277660168379e-06,5e-05,3.2341699947644976e-22,[15 5 10 188.46263854694288]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.98,1e-05,5e-05,1.4309563614211443e-25,[23 6 8 253.91809427633345]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.98,3.1622776601683795e-05,5e-05,7.718418594897409e-27,[29 1 2 21.394154848525947]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.98,0.0001,5e-05,4.046918964687724e-126,[4 9 2 880.677588575282]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.99,1e-06,5e-05,1.6584429027196156e-18,[18 5 8 215.6832507973305]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.99,3.162277660168379e-06,5e-05,7.414265116478524e-23,[22 5 6 155.82245173852903]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.99,1e-05,5e-05,1.7231212882070805e-26,[29 1 2 21.311144689017492]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.99,3.1622776601683795e-05,5e-05,1.5030078632075163e-26,[29 1 2 21.353530500993294]
<class 'key_rate_optimization.rgs_f_routine'>,12566370614.359173,0.013,1000000.0,0.99,0.0001,5e-05,9.405108448785565e-27,[29 1 2 21.544122985247313]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.95,1e-06,5e-05,2.3404624375155344e-135,[29 10 22 54.86275620264756]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.95,3.162277660168379e-06,5e-05,1024.843226528591,[29 8 30 401.76733976597046]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.95,1e-05,5e-05,122.83399501164777,[27 7 22 317.2987176754262]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.95,3.1622776601683795e-05,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.95,0.0001,5e-05,0.0,
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.96,1e-06,5e-05,2760.333367902913,[29 7 28 311.9102660230633]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.96,3.162277660168379e-06,5e-05,3364.6482253369622,[29 8 32 379.2336243945032]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.96,1e-05,5e-05,2483.5198436329465,[29 8 32 371.31076982244593]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.96,3.1622776601683795e-05,5e-05,272.6701873183449,[28 8 26 306.6990923363637]
<class 'key_rate_optimization.rgs_f_routine'>,628318530717.9586,4e-06,1000000.0,0.96,0.0001,5e-05,7.939855712240528e-31,[21 1 2 38.644095304127966]
