rout,GAMMA,T_SPIN_COHERENCE,L,eta_d,p_dc,ep_depol,best_solutions_fitness,best_solution
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.001,1000000.0,1,0,5e-05,200273.45899942215,[4 16 5 490.73434641978236]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.01,1000000.0,1,0,5e-05,200546.88860710335,[4 16 5 490.7340552107175]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.1,1000000.0,1,0,5e-05,199796.06101274327,[4 15 5 518.8691339192542]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,1,0,5e-05,200576.98650263934,[4 16 5 490.7338583724]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,10.0,1000000.0,1,0,5e-05,200577.2601388507,[4 16 5 490.7341056509705]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,100.0,1000000.0,1,0,5e-05,200577.2875020552,[4 16 5 490.7338945392572]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1000.0,1000000.0,1,0,5e-05,200577.29023857432,[4 16 5 490.7337413843184]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-07,1000000.0,1,0,5e-05,2.4511680680301466e-14,[1 1 22 30.724073976011837]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-06,1000000.0,1,0,5e-05,764887.7099162163,[4 23 6 422.63863725759546]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-05,1000000.0,1,0,5e-05,991550.616189676,[4 15 5 514.1243881418352]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.0001,1000000.0,1,0,5e-05,1024185.5292665139,[4 16 5 486.18153167425305]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.001,1000000.0,1,0,5e-05,1026928.2902539334,[4 16 5 486.1797277412588]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.01,1000000.0,1,0,5e-05,1027202.9343198789,[4 16 5 486.1793503730763]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.1,1000000.0,1,0,5e-05,1027230.4024160326,[4 16 5 486.17926347326073]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1.0,1000000.0,1,0,5e-05,1027233.1492629319,[4 16 5 486.1794647598856]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,10.0,1000000.0,1,0,5e-05,1023486.7710286141,[4 15 5 514.0778198565661]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,100.0,1000000.0,1,0,5e-05,1027233.4514150352,[4 16 5 486.1793385657575]
<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1000.0,1000000.0,1,0,5e-05,1027233.4541630829,[4 16 5 486.1791495790532]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-07,1000000.0,1,0,5e-05,447120.0298696499,[4 29 7 422.472783734936]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-06,1000000.0,1,0,5e-05,1444132.5017867684,[4 17 5 463.1682553153403]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-05,1000000.0,1,0,5e-05,1696563.9457599865,[4 16 5 485.74294435051706]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.0001,1000000.0,1,0,5e-05,1723802.660172443,[4 16 5 485.7300477315626]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.001,1000000.0,1,0,5e-05,1726548.10556257,[4 16 5 485.72844191516594]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.01,1000000.0,1,0,5e-05,1726822.8696109024,[4 16 5 485.72816001344785]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.1,1000000.0,1,0,5e-05,1726850.348209179,[4 16 5 485.72836355738036]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1.0,1000000.0,1,0,5e-05,1712586.836928128,[4 17 5 463.2480297190813]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,10.0,1000000.0,1,0,5e-05,1726853.3708811626,[4 16 5 485.728132563332]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,100.0,1000000.0,1,0,5e-05,1726853.3983574603,[4 16 5 485.7282052803986]
<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1000.0,1000000.0,1,0,5e-05,1716231.4908606736,[4 17 5 463.248135536558]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-07,1000000.0,1,0,5e-05,529355.5157711592,[4 29 7 421.79749087938967]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-06,1000000.0,1,0,5e-05,1543965.8906602052,[4 15 5 513.8162922607852]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-05,1000000.0,1,0,5e-05,1822523.4481682987,[4 16 5 485.69688080563907]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.0001,1000000.0,1,0,5e-05,1849779.227509692,[4 16 5 485.68446142540296]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.001,1000000.0,1,0,5e-05,1845777.1628686104,[4 15 5 513.5558910910687]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.01,1000000.0,1,0,5e-05,1837495.7705154135,[4 17 5 463.2048450772396]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.1,1000000.0,1,0,5e-05,1852827.1970820965,[4 16 5 485.6831152630516]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1.0,1000000.0,1,0,5e-05,1852829.9450654031,[4 16 5 485.6831763014325]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,10.0,1000000.0,1,0,5e-05,1852830.219866573,[4 16 5 485.6830529873173]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,100.0,1000000.0,1,0,5e-05,1852830.247342981,[4 16 5 485.6830452395762]
<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1000.0,1000000.0,1,0,5e-05,1852830.250092879,[4 16 5 485.6829229348947]
